Timestamp,  1.Age Group  ,  2.Gender  ,  3.Profession  ,"Section 2: Style Preferences
30/01/2025 12:49:54,18–24,Male,Student,"Sporty (e.g., activewear, sneakers)","Neutral (black, white, beige)",Slightly prefer functionality,Minimalist (few versatile pieces),Every few months,Trends,Local boutiques,- Frequently (weekly or monthly),Rarely experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Extremely important,"Mostly timeless, some trendy",10,,
30/01/2025 12:51:16,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Every few months,Price,Thrift stores,- Occasionally (a few times a year),Sometimes experiment,Sneakers,Moderately active,- Extremely important,"Mostly timeless, some trendy",8,,
30/01/2025 12:54:18,18–24,Male,Student,"Sporty (e.g., activewear, sneakers)","Neutral (black, white, beige)",Slightly prefer functionality,Specialized (specific to one style),Monthly,Brand reputation,Fast fashion stores,- Occasionally (a few times a year),Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Extremely important,Always timeless,8,,
30/01/2025 12:56:43,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Bright (yellow, red, green)",Equal balance of both,Mix-and-match (varied styles),Weekly,Trends,Fast fashion stores,- Occasionally (a few times a year),Always experiment,Sneakers,Moderately active,- Somewhat important,"Mostly timeless, some trendy",7,,
30/01/2025 12:58:30,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Monthly,Brand reputation,Fast fashion stores,- Rarely (less than once a year),Rarely experiment,Heels/Loafers,Moderately active,- Somewhat important,"Mostly trendy, some timeless",8,,
30/01/2025 12:58:32,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Slightly prefer functionality,Mix-and-match (varied styles),Every few months,Price,Local boutiques,- Occasionally (a few times a year),Rarely experiment,Sneakers,Mostly sedentary,- Somewhat important,Always timeless,5,,
30/01/2025 13:01:13,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Rarely,Price,Online retailers,- Occasionally (a few times a year),Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Extremely important,Equal mix of both,8,,
30/01/2025 13:05:23,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Rarely,Comfort,Online retailers,- Rarely (less than once a year),Rarely experiment,Sneakers,Moderately active,- Extremely important,Equal mix of both,5,,
30/01/2025 13:06:01,18–24,Female,Student,"Sporty (e.g., activewear, sneakers)","Dark tones (navy, maroon)",Slightly prefer functionality,Mix-and-match (varied styles),Every few months,Trends,Online retailers,- Occasionally (a few times a year),Sometimes experiment,Boots,Moderately active,- Somewhat unimportant,"Mostly trendy, some timeless",9,,
30/01/2025 13:06:31,Under 18,Male,Student,"Sporty (e.g., activewear, sneakers)","Neutral (black, white, beige)",Strongly prefer functionality,Minimalist (few versatile pieces),Weekly,Trends,Luxury brands,- Rarely (less than once a year),Always experiment,Sneakers,Moderately active,- Extremely important,Always trendy,7,,
30/01/2025 13:06:46,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Dark tones (navy, maroon)",Equal balance of both,Mix-and-match (varied styles),Every few months,Comfort,Online retailers,- Frequently (weekly or monthly),Always experiment,Boots,"Very active (e.g., gym, outdoor activities)",- Somewhat important,Equal mix of both,9,,
30/01/2025 13:07:38,Under 18,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Slightly prefer aesthetics,Mix-and-match (varied styles),Every few months,Trends,Fast fashion stores,- Occasionally (a few times a year),Always experiment,Sneakers,Moderately active,- Neutral,Equal mix of both,7,,
30/01/2025 13:09:29,Under 18,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Slightly prefer aesthetics,Mix-and-match (varied styles),Every few months,Trends,Fast fashion stores,- Occasionally (a few times a year),Rarely experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Somewhat important,Equal mix of both,9,,
30/01/2025 13:12:25,45+,Male,Freelancer,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",,Mix-and-match (varied styles),,,,,,,,,,,,
30/01/2025 13:12:37,35–44,Female,Other,"Formal (e.g., suits, dresses)",Mixed or patterned,Equal balance of both,Mix-and-match (varied styles),Every few months,Comfort,Fast fashion stores,- Occasionally (a few times a year),Always experiment,Sandals/Flats,Moderately active,- Somewhat important,Always trendy,4,,
30/01/2025 13:13:09,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Slightly prefer functionality,Specialized (specific to one style),Every few months,Price,Online retailers,- Rarely (less than once a year),Rarely experiment,Other,Mostly sedentary,- Extremely important,Always timeless,8,,
30/01/2025 13:15:18,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,,Rarely,Comfort,Online retailers,- Occasionally (a few times a year),Rarely experiment,Sneakers,Moderately active,- Somewhat important,,5,,
30/01/2025 13:25:58,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)",Mixed or patterned,Equal balance of both,Minimalist (few versatile pieces),Every few months,Comfort,Fast fashion stores,- Rarely (less than once a year),Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Extremely important,"Mostly timeless, some trendy",7,,
30/01/2025 13:30:19,Under 18,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer aesthetics,Specialized (specific to one style),Weekly,Trends,Online retailers,- Rarely (less than once a year),Rarely experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Neutral,"Mostly timeless, some trendy",7,,
30/01/2025 13:33:51,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Slightly prefer functionality,Mix-and-match (varied styles),Every few months,Comfort,Fast fashion stores,- Rarely (less than once a year),Sometimes experiment,Sneakers,Moderately active,- Extremely important,"Mostly timeless, some trendy",8,,
30/01/2025 13:36:24,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Pastels (soft pink, baby blue)",Equal balance of both,Mix-and-match (varied styles),Monthly,Comfort,Local boutiques,- Rarely (less than once a year),Rarely experiment,Sneakers,Moderately active,- Somewhat important,Equal mix of both,7,,
30/01/2025 13:37:28,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Rarely,Price,Local boutiques,- Occasionally (a few times a year),Sometimes experiment,Boots,Mostly sedentary,- Neutral,Equal mix of both,10,,
30/01/2025 13:41:39,Under 18,Female,Student,"Formal (e.g., suits, dresses)","Bright (yellow, red, green)",Strongly prefer functionality,Mix-and-match (varied styles),Rarely,Comfort,Local boutiques,- Occasionally (a few times a year),Sometimes experiment,Sandals/Flats,Moderately active,- Neutral,Equal mix of both,8,,
30/01/2025 13:51:45,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)",Mixed or patterned,Equal balance of both,Minimalist (few versatile pieces),Rarely,Sustainability,Local boutiques,- Occasionally (a few times a year),Sometimes experiment,Sneakers,Moderately active,- Neutral,"Mostly timeless, some trendy",5,,
30/01/2025 13:53:50,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Dark tones (navy, maroon)",Equal balance of both,Mix-and-match (varied styles),Rarely,Comfort,Fast fashion stores,- Occasionally (a few times a year),Always experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Extremely important,Equal mix of both,10,,
30/01/2025 14:01:04,Under 18,Male,Student,"Sporty (e.g., activewear, sneakers)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Rarely,Comfort,Fast fashion stores,- Rarely (less than once a year),Sometimes experiment,Sneakers,Moderately active,- Extremely important,"Mostly timeless, some trendy",6,,
30/01/2025 14:03:12,18–24,Male,Student,"Trendy (e.g., bold, experimental)","Neutral (black, white, beige)",Slightly prefer aesthetics,Specialized (specific to one style),Weekly,Comfort,Thrift stores,- Rarely (less than once a year),Sometimes experiment,Boots,"Very active (e.g., gym, outdoor activities)",- Somewhat important,Equal mix of both,8,,
30/01/2025 14:04:01,18–24,Male,Student,"Sporty (e.g., activewear, sneakers)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Monthly,Comfort,Local boutiques,- Occasionally (a few times a year),Sometimes experiment,Sneakers,Moderately active,- Extremely important,"Mostly timeless, some trendy",5,,
30/01/2025 14:05:24,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Dark tones (navy, maroon)",Slightly prefer functionality,Minimalist (few versatile pieces),Rarely,Comfort,Fast fashion stores,- Occasionally (a few times a year),Sometimes experiment,Sneakers,Moderately active,- Somewhat important,"Mostly timeless, some trendy",8,,
30/01/2025 14:08:29,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Rarely,Brand reputation,Luxury brands,- Frequently (weekly or monthly),Sometimes experiment,Sneakers,Moderately active,- Neutral,Equal mix of both,8,,
30/01/2025 14:22:50,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)",Mixed or patterned,Equal balance of both,Minimalist (few versatile pieces),Rarely,Price,Fast fashion stores,- Occasionally (a few times a year),Rarely experiment,Sneakers,Moderately active,- Somewhat important,Equal mix of both,7,,
30/01/2025 14:23:33,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Rarely,Price,Online retailers,- Occasionally (a few times a year),Rarely experiment,Sneakers,Moderately active,- Somewhat important,"Mostly timeless, some trendy",4,,
30/01/2025 14:29:11,Under 18,Male,Student,"Sporty (e.g., activewear, sneakers)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Rarely,Comfort,Fast fashion stores,- Occasionally (a few times a year),Rarely experiment,Sneakers,Moderately active,- Extremely important,Always trendy,7,,
30/01/2025 14:36:11,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Rarely,Price,Local boutiques,- Occasionally (a few times a year),Rarely experiment,Sandals/Flats,Mostly sedentary,- Neutral,Equal mix of both,2,,
30/01/2025 14:58:28,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)",Mixed or patterned,Slightly prefer functionality,Mix-and-match (varied styles),Rarely,Brand reputation,Luxury brands,- Frequently (weekly or monthly),Sometimes experiment,Sneakers,Moderately active,- Extremely important,Equal mix of both,9,,
30/01/2025 15:28:18,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Every few months,Trends,Online retailers,- Frequently (weekly or monthly),Sometimes experiment,Sneakers,Moderately active,- Somewhat important,"Mostly timeless, some trendy",8,,
30/01/2025 16:06:01,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)",Mixed or patterned,Equal balance of both,Mix-and-match (varied styles),Every few months,Comfort,Local boutiques,- Rarely (less than once a year),Sometimes experiment,Other,Moderately active,- Somewhat important,Equal mix of both,9,,
30/01/2025 16:16:44,18–24,Female,Student,"Formal (e.g., suits, dresses)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Rarely,Comfort,Online retailers,- Occasionally (a few times a year),Sometimes experiment,Sneakers,Moderately active,- Neutral,"Mostly timeless, some trendy",8,,
30/01/2025 16:33:00,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Every few months,Trends,Fast fashion stores,- Occasionally (a few times a year),Sometimes experiment,Sneakers,Moderately active,- Somewhat important,"Mostly timeless, some trendy",7,,
30/01/2025 16:57:00,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Monthly,Comfort,Fast fashion stores,- Occasionally (a few times a year),Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Somewhat important,"Mostly timeless, some trendy",7,,
30/01/2025 17:13:35,25–34,Female,Other,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Every few months,Comfort,Online retailers,- Occasionally (a few times a year),Sometimes experiment,Boots,Moderately active,- Extremely important,Equal mix of both,6,,
30/01/2025 17:23:20,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Pastels (soft pink, baby blue)",Equal balance of both,Mix-and-match (varied styles),Rarely,Comfort,Local boutiques,- Rarely (less than once a year),Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Neutral,Equal mix of both,7,,
30/01/2025 17:30:04,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Specialized (specific to one style),Rarely,Sustainability,Local boutiques,- Rarely (less than once a year),Rarely experiment,Other,"Very active (e.g., gym, outdoor activities)",- Extremely important,"Mostly timeless, some trendy",7,,
30/01/2025 17:37:41,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Every few months,Comfort,Local boutiques,- Frequently (weekly or monthly),Always experiment,Heels/Loafers,Moderately active,- Extremely important,"Mostly trendy, some timeless",2,,
30/01/2025 18:28:09,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Rarely,Comfort,Online retailers,- Occasionally (a few times a year),Rarely experiment,Boots,Mostly sedentary,- Somewhat important,,8,,
30/01/2025 18:28:28,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Monthly,Trends,Luxury brands,- Frequently (weekly or monthly),Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Extremely important,"Mostly trendy, some timeless",7,,
30/01/2025 18:29:17,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Every few months,Comfort,Thrift stores,- Occasionally (a few times a year),Sometimes experiment,Sneakers,Moderately active,- Somewhat important,Equal mix of both,8,,
30/01/2025 18:31:06,25–34,Female,Office Worker,"Formal (e.g., suits, dresses)","Pastels (soft pink, baby blue)",Equal balance of both,Mix-and-match (varied styles),Weekly,Brand reputation,Luxury brands,- Occasionally (a few times a year),Sometimes experiment,Heels/Loafers,Moderately active,- Somewhat important,Always trendy,8,,
30/01/2025 18:31:48,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Monthly,Trends,Thrift stores,- Frequently (weekly or monthly),Sometimes experiment,Sneakers,Moderately active,- Neutral,Equal mix of both,8,,
30/01/2025 18:35:45,18–24,Male,Office Worker,"Formal (e.g., suits, dresses)",Mixed or patterned,Equal balance of both,Specialized (specific to one style),Monthly,Trends,Luxury brands,- Occasionally (a few times a year),Sometimes experiment,Other,Moderately active,- Extremely important,Always trendy,7,,
30/01/2025 18:46:19,18–24,Male,Student,"Trendy (e.g., bold, experimental)","Dark tones (navy, maroon)",Equal balance of both,Mix-and-match (varied styles),Monthly,Comfort,Local boutiques,- Occasionally (a few times a year),Always experiment,Boots,"Very active (e.g., gym, outdoor activities)",- Somewhat important,"Mostly trendy, some timeless",8,,
30/01/2025 18:46:30,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)",Mixed or patterned,Equal balance of both,Mix-and-match (varied styles),Rarely,Comfort,Fast fashion stores,- Occasionally (a few times a year),Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Extremely important,Equal mix of both,8,,
30/01/2025 18:47:20,18–24,Male,Student,"Formal (e.g., suits, dresses)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Weekly,Trends,Fast fashion stores,- Occasionally (a few times a year),Sometimes experiment,Boots,"Very active (e.g., gym, outdoor activities)",- Extremely important,Always timeless,2,,
30/01/2025 18:47:32,18–24,Male,Office Worker,"Formal (e.g., suits, dresses)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Monthly,Trends,Luxury brands,- Occasionally (a few times a year),Sometimes experiment,Boots,"Very active (e.g., gym, outdoor activities)",- Somewhat important,Equal mix of both,10,,
30/01/2025 18:49:00,18–24,Male,Other,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Monthly,Comfort,,,,,,,,,,
30/01/2025 18:51:50,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Monthly,Comfort,Fast fashion stores,- Frequently (weekly or monthly),Sometimes experiment,Heels/Loafers,Mostly sedentary,- Not important at all,"Mostly timeless, some trendy",5,,
30/01/2025 18:52:43,18–24,Female,Student,"Formal (e.g., suits, dresses)","Neutral (black, white, beige)",Strongly prefer aesthetics,Mix-and-match (varied styles),Every few months,Trends,Online retailers,- Occasionally (a few times a year),Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Somewhat important,Equal mix of both,8,,
30/01/2025 18:56:35,Under 18,Female,Student,"Trendy (e.g., bold, experimental)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Rarely,Price,Local boutiques,- Occasionally (a few times a year),Always experiment,Sneakers,Moderately active,- Neutral,Always trendy,10,,
30/01/2025 19:06:31,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Minimalist (few versatile pieces),Monthly,Comfort,Luxury brands,- Frequently (weekly or monthly),Always experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Extremely important,Always timeless,9,,
30/01/2025 19:39:01,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Every few months,Comfort,Fast fashion stores,- Occasionally (a few times a year),Rarely experiment,Sneakers,Moderately active,- Extremely important,Equal mix of both,9,,
30/01/2025 19:56:16,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Slightly prefer aesthetics,Minimalist (few versatile pieces),Monthly,Comfort,Local boutiques,- Occasionally (a few times a year),Sometimes experiment,Sneakers,Moderately active,- Extremely important,Equal mix of both,7,,
30/01/2025 20:03:06,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)",Mixed or patterned,Slightly prefer aesthetics,Mix-and-match (varied styles),Every few months,Comfort,Fast fashion stores,- Rarely (less than once a year),Sometimes experiment,Sneakers,Moderately active,- Somewhat important,"Mostly trendy, some timeless",10,,
30/01/2025 20:05:28,18–24,Female,Student,"Sporty (e.g., activewear, sneakers)","Dark tones (navy, maroon)",Strongly prefer functionality,Minimalist (few versatile pieces),Every few months,Comfort,Local boutiques,- Occasionally (a few times a year),Sometimes experiment,Sneakers,Moderately active,- Extremely important,"Mostly timeless, some trendy",6,,
30/01/2025 20:05:31,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Pastels (soft pink, baby blue)",Equal balance of both,Mix-and-match (varied styles),Rarely,Comfort,Fast fashion stores,- Occasionally (a few times a year),Sometimes experiment,Sneakers,Moderately active,- Somewhat important,"Mostly timeless, some trendy",8,,
30/01/2025 20:39:39,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Minimalist (few versatile pieces),Monthly,Brand reputation,Luxury brands,- Frequently (weekly or monthly),Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Extremely important,Always timeless,8,,
30/01/2025 21:27:58,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Pastels (soft pink, baby blue)",Slightly prefer aesthetics,Mix-and-match (varied styles),Every few months,Price,Local boutiques,- Frequently (weekly or monthly),Rarely experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Extremely important,"Mostly timeless, some trendy",10,,
30/01/2025 22:04:42,18–24,Male,Student,"Chic (e.g., tailored, stylish)","Dark tones (navy, maroon)",Equal balance of both,Mix-and-match (varied styles),Every few months,Trends,Fast fashion stores,- Occasionally (a few times a year),Sometimes experiment,Sneakers,Moderately active,- Somewhat important,"Mostly trendy, some timeless",7,,
30/01/2025 22:12:16,Under 18,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Every few months,Brand reputation,Luxury brands,- Rarely (less than once a year),Sometimes experiment,Sneakers,Moderately active,- Somewhat important,Equal mix of both,9,,
30/01/2025 22:12:35,Under 18,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Every few months,Sustainability,Online retailers,- Occasionally (a few times a year),Always experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Somewhat important,"Mostly timeless, some trendy",8,,
30/01/2025 22:38:11,25–34,Male,Office Worker,"Sporty (e.g., activewear, sneakers)",Mixed or patterned,Equal balance of both,Minimalist (few versatile pieces),Rarely,Comfort,Thrift stores,- Frequently (weekly or monthly),Sometimes experiment,Sandals/Flats,Moderately active,- Neutral,Equal mix of both,8,,
31/01/2025 00:22:32,18–24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Rarely,Price,Fast fashion stores,- Rarely (less than once a year),Sometimes experiment,Sneakers,Moderately active,- Extremely important,Equal mix of both,7,,
31/01/2025 10:08:46,18–24,Female,Student,,Mixed or patterned,Equal balance of both,Minimalist (few versatile pieces),Every few months,Trends,Online retailers,- Occasionally (a few times a year),Sometimes experiment,Sneakers,Moderately active,- Somewhat important,Equal mix of both,9,,
31/01/2025 17:01:47,25–34,Male,Student,"Sporty (e.g., activewear, sneakers)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Monthly,Comfort,Luxury brands,- Occasionally (a few times a year),Sometimes experiment,Sneakers,Moderately active,- Extremely important,Equal mix of both,8,,
31/01/2025 18:01:08,18–24,Male,Student,"Formal (e.g., suits, dresses)","Neutral (black, white, beige)",Strongly prefer functionality,Minimalist (few versatile pieces),Monthly,Comfort,Luxury brands,- Occasionally (a few times a year),Rarely experiment,Boots,"Very active (e.g., gym, outdoor activities)",- Extremely important,Always timeless,10,,
31/01/2025 18:30:24,18–24,Male,Student,"Sporty (e.g., activewear, sneakers)",Mixed or patterned,Slightly prefer functionality,Minimalist (few versatile pieces),Every few months,Brand reputation,Fast fashion stores,- Frequently (weekly or monthly),Always experiment,Sneakers,Moderately active,- Somewhat important,"Mostly timeless, some trendy",8,,
03/02/2025 23:34:39,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Every few months,Trends,Online retailers,- Occasionally (a few times a year),Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",- Extremely important,"Mostly timeless, some trendy",8,,
04/02/2025 00:03:43,18–24,Male,Student,"Sporty (e.g., activewear, sneakers)","Neutral (black, white, beige)",Strongly prefer functionality,Minimalist (few versatile pieces),Rarely,Comfort,Fast fashion stores,- Occasionally (a few times a year),Rarely experiment,Sneakers,Moderately active,- Somewhat important,Equal mix of both,7,,
17/02/2025 22:08:18,18–24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Slightly prefer aesthetics,Mix-and-match (varied styles),Every few months,Trends,Local boutiques,- Occasionally (a few times a year),Sometimes experiment,Sneakers,Mostly sedentary,- Somewhat important,"Mostly timeless, some trendy",7,,